RecordNumber,Zipcode,ZipCodeType,City,State,LocationType,Latitude,Longitude,Xaxis,Yaxis,Zaxis,WorldRegion,Country,LocationText,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,AvgWages,Notes
131,10451,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,19434,31477,471446942,14977.5,
132,10452,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,33517,56277,723508523,12856.2,
136,10453,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,34152,57691,699611756,12126.9,
137,10454,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,13139,22387,273119576,12199.9,
139,10455,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,14914,25139,325274189,12939,
141,10456,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,34793,58750,732907466,12475,
143,10457,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,29023,48779,614273091,12593,
144,10458,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,29920,50085,693447254,13845.4,
145,10459,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,17977,30434,414021653,13603.9,
148,10460,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,23466,39507,531807385,13461.1,
151,10461,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,21862,35421,839765651,23708.1,
155,10462,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,35620,57854,1197519842,20699,
156,10463,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,31592,50313,1284853119,25537.2,
159,10464,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,2131,3381,108256016,32018.9,
160,10465,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,18686,30798,817052868,26529.4,
162,10466,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,29153,47658,924776075,19404.4,
164,10467,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,39540,64907,1114305720,17167.7,
169,10468,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,34706,55824,840612915,15058.3,
171,10469,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,28964,47625,1017556583,21366,
175,10470,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,7000,10880,260963512,23985.6,
176,10471,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,9876,15606,623827705,39973.6,
178,10472,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,26025,43761,630416228,14405.9,
179,10473,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,26122,42812,817850845,19103.3,
180,10474,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,4369,7377,97578251,13227.4,
182,10475,STANDARD,BRONX,NY,PRIMARY,40.84,-73.87,0.21,-0.72,0.65,NA,US,"Bronx, NY",NA-US-NY-BRONX,FALSE,21124,31659,740068715,23376.2,
185,10001,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,12534,16553,1031960117,62342.8,
191,10002,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,45236,70604,1394042364,19744.5,
198,10003,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,28817,36569,,,
201,10004,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,1967,2909,333623384,114687,
203,10005,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,4697,6293,791578339,125787,
207,10006,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,2236,2849,240075649,84266.6,
211,10007,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,3551,5396,1143186856,211858,
215,10008,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,550,732,27103411,37026.5,
218,10009,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,31275,42731,1572036810,36789.1,
222,10010,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,17401,22785,2084544435,91487.6,
226,10011,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,30434,38784,1264531973,32604.5,
227,10012,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,13415,17738,1529644615,86235.5,
232,10013,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,15981,24199,450956340,18635.3,
237,10014,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,19374,24292,,,
240,10016,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,31673,40683,1412438620,34718.2,
243,10017,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,15803,19975,1685441363,84377.5,
247,10018,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,4416,5928,810026753,136644,
250,10019,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,24515,31889,,,
253,10020,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,1134,1926,207363546,107665,
256,10021,STANDARD,NEW YORK,NY,PRIMARY,40.77,-73.95,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,29820,42627,1022024689,23976,
259,10022,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,20815,29014,731534552,25213.2,
263,10023,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,34334,48044,1270483799,26444.2,
266,10024,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,31925,47261,1108944328,23464.3,
270,10025,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,47778,70190,1675737238,23874.3,
273,10026,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,16054,24221,647150670,26718.6,
276,10027,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,25372,37948,918919244,24215.2,
281,10028,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,25557,36525,964357485,26402.7,
284,10029,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,31490,48403,1050141146,21695.8,
287,10030,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,11541,17771,345769267,19456.9,
291,10031,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,26900,40901,718068721,17556.3,
295,10032,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,29755,45758,754754912,16494.5,
298,10033,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,30134,45474,881087274,19375.6,
302,10034,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,20855,32614,604187876,18525.4,
8465,10035,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,13067,20395,371898932,18234.8,
8472,10036,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,17030,21944,1686575064,76858.1,
8475,10037,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,9077,13151,302363285,22991.7,
8479,10038,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,10679,15088,706843206,46848,
8483,10039,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,11473,17839,314410796,17624.9,
8487,10040,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,21218,33218,609860211,18359.3,
8495,10044,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,4102,6218,245689719,39512.7,
8503,10065,STANDARD,NEW YORK,NY,PRIMARY,40.76,-73.96,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,13458,18690,,,
8504,10069,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,2205,3509,572476368,163145,
8505,10075,STANDARD,NEW YORK,NY,PRIMARY,40.77,-73.95,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,11981,16912,1978398374,116982,
8514,10101,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,345,431,18014111,41796.1,
8524,10105,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,370,381,9531078,25016,
8528,10107,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,474,598,102139661,170802,
8530,10108,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,365,449,11728421,26121.2,
8537,10111,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,760,1302,187418116,143946,
8540,10112,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,257,395,10001124,25319.3,
8543,10113,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,307,377,14693957,38976,
8548,10116,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,785,1023,28843401,28194.9,
8551,10118,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,281,391,40101226,102561,
8566,10123,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,355,445,27858854,62604.2,
8576,10128,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,33085,47627,1297606355,27245.2,
8594,10150,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,707,905,35570837,39304.8,
8613,10156,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,259,319,11270928,35332.1,
8619,10159,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,346,450,16220876,36046.4,
8624,10162,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,736,1243,128332342,103244,
8627,10163,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,1245,1807,112311653,62153.7,
8630,10165,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,308,444,16558098,37293,
8639,10168,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,276,427,44259055,103651,
8645,10170,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,430,504,25806787,51203.9,
8651,10172,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,370,602,45774827,76037.9,
8674,10185,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,550,894,59219795,66241.4,
8723,10274,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,527,947,9421238,9948.51,
8726,10276,PO BOX,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,348,415,12309120,29660.5,
8737,10280,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,3826,5755,548083350,95236,
8740,10281,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,1135,2180,193824120,88910.1,
8743,10282,STANDARD,NEW YORK,NY,PRIMARY,40.71,-73.99,0.2,-0.72,0.65,NA,US,"New York, NY",NA-US-NY-NEW YORK,FALSE,2229,3575,589887736,165004,
8755,12404,STANDARD,ACCORD,NY,PRIMARY,41.8,-74.23,0.2,-0.71,0.66,NA,US,"Accord, NY",NA-US-NY-ACCORD,FALSE,1690,2879,63762557,22147.5,
8760,12405,STANDARD,ACRA,NY,PRIMARY,42.33,-74.09,0.2,-0.71,0.67,NA,US,"Acra, NY",NA-US-NY-ACRA,FALSE,310,548,9215640,16816.9,
8762,10501,STANDARD,AMAWALK,NY,PRIMARY,41.29,-73.76,0.21,-0.72,0.65,NA,US,"Amawalk, NY",NA-US-NY-AMAWALK,FALSE,633,1186,54648718,46078.2,
8763,12501,STANDARD,AMENIA,NY,PRIMARY,41.84,-73.55,0.21,-0.71,0.66,NA,US,"Amenia, NY",NA-US-NY-AMENIA,FALSE,1056,1765,37565650,21283.7,
8764,12502,STANDARD,ANCRAM,NY,PRIMARY,42.05,-73.63,0.2,-0.71,0.66,NA,US,"Ancram, NY",NA-US-NY-ANCRAM,FALSE,499,832,17409940,20925.4,
8765,12503,STANDARD,ANCRAMDALE,NY,PRIMARY,42.03,-73.57,0.2,-0.71,0.66,NA,US,"Ancramdale, NY",NA-US-NY-ANCRAMDALE,FALSE,326,560,12014888,21455.2,
8766,10502,STANDARD,ARDSLEY,NY,PRIMARY,41.01,-73.84,0.2,-0.72,0.65,NA,US,"Ardsley, NY",NA-US-NY-ARDSLEY,FALSE,2887,5344,246727865,46169.1,
8770,12406,STANDARD,ARKVILLE,NY,PRIMARY,42.14,-74.62,0.19,-0.71,0.67,NA,US,"Arkville, NY",NA-US-NY-ARKVILLE,FALSE,322,519,7383134,14225.7,
8771,10504,STANDARD,ARMONK,NY,PRIMARY,41.13,-73.71,0.21,-0.72,0.65,NA,US,"Armonk, NY",NA-US-NY-ARMONK,FALSE,5721,10689,1241977163,116192,
8774,10505,STANDARD,BALDWIN PLACE,NY,PRIMARY,41.32,-73.74,0.21,-0.72,0.66,NA,US,"Baldwin Place, NY",NA-US-NY-BALDWIN PLACE,FALSE,563,1113,45340262,40737,
8776,12719,STANDARD,BARRYVILLE,NY,PRIMARY,41.47,-74.91,0.19,-0.72,0.66,NA,US,"Barryville, NY",NA-US-NY-BARRYVILLE,FALSE,444,741,14368598,19390.8,
8777,12508,STANDARD,BEACON,NY,PRIMARY,41.5,-73.96,0.2,-0.71,0.66,NA,US,"Beacon, NY",NA-US-NY-BEACON,FALSE,8216,13589,343333727,25265.6,
8779,12409,STANDARD,BEARSVILLE,NY,PRIMARY,42.01,-74.17,0.2,-0.71,0.66,NA,US,"Bearsville, NY",NA-US-NY-BEARSVILLE,FALSE,531,836,15472847,18508.2,
8781,10506,STANDARD,BEDFORD,NY,PRIMARY,41.19,-73.64,0.21,-0.72,0.65,NA,US,"Bedford, NY",NA-US-NY-BEDFORD,FALSE,2934,5515,589716522,106930,
8784,10507,STANDARD,BEDFORD HILLS,NY,PRIMARY,41.22,-73.69,0.21,-0.72,0.65,NA,US,"Bedford Hills, NY",NA-US-NY-BEDFORD HILLS,FALSE,2596,4470,251557833,56276.9,
8790,10913,STANDARD,BLAUVELT,NY,PRIMARY,41.06,-73.95,0.2,-0.72,0.65,NA,US,"Blauvelt, NY",NA-US-NY-BLAUVELT,FALSE,2595,4717,204381557,43328.7,
8791,12721,STANDARD,BLOOMINGBURG,NY,PRIMARY,41.55,-74.44,0.2,-0.72,0.66,NA,US,"Bloomingburg, NY",NA-US-NY-BLOOMINGBURG,FALSE,2972,5354,130764392,24423.7,
8792,10914,PO BOX,BLOOMING GROVE,NY,PRIMARY,41.35,-74.19,0.2,-0.72,0.66,NA,US,"Blooming Grove, NY",NA-US-NY-BLOOMING GROVE,FALSE,358,642,20147406,31382.3,
8795,12411,STANDARD,BLOOMINGTON,NY,PRIMARY,41.85,-74.06,0.2,-0.71,0.66,NA,US,"Bloomington, NY",NA-US-NY-BLOOMINGTON,FALSE,271,455,9774866,21483.2,
8796,12412,STANDARD,BOICEVILLE,NY,PRIMARY,41.99,-74.26,0.2,-0.71,0.66,NA,US,"Boiceville, NY",NA-US-NY-BOICEVILLE,FALSE,324,551,10952646,19877.8,
8797,10509,STANDARD,BREWSTER,NY,PRIMARY,41.39,-73.61,0.21,-0.71,0.66,NA,US,"Brewster, NY",NA-US-NY-BREWSTER,FALSE,9489,16797,570505824,33964.7,
8800,10510,STANDARD,BRIARCLIFF MANOR,NY,PRIMARY,41.13,-73.84,0.2,-0.72,0.65,NA,US,"Briarcliff Manor, NY",NA-US-NY-BRIARCLIFF MANOR,FALSE,5216,9491,709137635,74716.9,
8804,10511,STANDARD,BUCHANAN,NY,PRIMARY,41.26,-73.94,0.2,-0.72,0.65,NA,US,"Buchanan, NY",NA-US-NY-BUCHANAN,FALSE,1106,1934,60067864,31058.9,
8807,12413,STANDARD,CAIRO,NY,PRIMARY,42.3,-74,0.2,-0.71,0.67,NA,US,"Cairo, NY",NA-US-NY-CAIRO,FALSE,1436,2425,42465586,17511.6,
8809,12723,STANDARD,CALLICOON,NY,PRIMARY,41.76,-75.05,0.19,-0.72,0.66,NA,US,"Callicoon, NY",NA-US-NY-CALLICOON,FALSE,734,1209,22453832,18572.2,
8812,10916,STANDARD,CAMPBELL HALL,NY,PRIMARY,41.44,-74.25,0.2,-0.72,0.66,NA,US,"Campbell Hall, NY",NA-US-NY-CAMPBELL HALL,FALSE,2124,3925,129105994,32893.2,
8814,10512,STANDARD,CARMEL,NY,PRIMARY,41.41,-73.68,0.21,-0.71,0.66,NA,US,"Carmel, NY",NA-US-NY-CARMEL,FALSE,12149,21610,714550908,33065.8,
8818,12414,STANDARD,CATSKILL,NY,PRIMARY,42.21,-73.86,0.2,-0.71,0.67,NA,US,"Catskill, NY",NA-US-NY-CATSKILL,FALSE,4625,7717,151281574,19603.7,
8820,10917,STANDARD,CENTRAL VALLEY,NY,PRIMARY,41.32,-74.12,0.2,-0.72,0.66,NA,US,"Central Valley, NY",NA-US-NY-CENTRAL VALLEY,FALSE,1010,1795,59693385,33255.4,
8822,10514,STANDARD,CHAPPAQUA,NY,PRIMARY,41.17,-73.77,0.21,-0.72,0.65,NA,US,"Chappaqua, NY",NA-US-NY-CHAPPAQUA,FALSE,5846,11356,1191273357,104903,
8824,10918,STANDARD,CHESTER,NY,PRIMARY,41.35,-74.27,0.2,-0.72,0.66,NA,US,"Chester, NY",NA-US-NY-CHESTER,FALSE,5219,9445,301440542,31915.4,
8826,10919,STANDARD,CIRCLEVILLE,NY,PRIMARY,41.52,-74.38,0.2,-0.72,0.66,NA,US,"Circleville, NY",NA-US-NY-CIRCLEVILLE,FALSE,573,1027,28078108,27339.9,
8828,12513,STANDARD,CLAVERACK,NY,PRIMARY,42.22,-73.72,0.2,-0.71,0.67,NA,US,"Claverack, NY",NA-US-NY-CLAVERACK,FALSE,670,1083,24568625,22685.7,
8829,12514,STANDARD,CLINTON CORNERS,NY,PRIMARY,41.87,-73.76,0.2,-0.71,0.66,NA,US,"Clinton Corners, NY",NA-US-NY-CLINTON CORNERS,FALSE,1340,2470,69963048,28325.1,
8832,12515,STANDARD,CLINTONDALE,NY,PRIMARY,41.69,-74.04,0.2,-0.71,0.66,NA,US,"Clintondale, NY",NA-US-NY-CLINTONDALE,FALSE,817,1419,32214028,22701.9,
8833,12726,STANDARD,COCHECTON,NY,PRIMARY,41.7,-75.06,0.19,-0.72,0.66,NA,US,"Cochecton, NY",NA-US-NY-COCHECTON,FALSE,518,871,19086194,21913,
8836,10516,STANDARD,COLD SPRING,NY,PRIMARY,41.41,-73.95,0.2,-0.72,0.66,NA,US,"Cold Spring, NY",NA-US-NY-COLD SPRING,FALSE,2580,4515,179523586,39761.6,
8840,10920,STANDARD,CONGERS,NY,PRIMARY,41.14,-73.94,0.2,-0.72,0.65,NA,US,"Congers, NY",NA-US-NY-CONGERS,FALSE,4308,7748,269401250,34770.4,
8841,12417,PO BOX,CONNELLY,NY,PRIMARY,41.89,-73.99,0.2,-0.71,0.66,NA,US,"Connelly, NY",NA-US-NY-CONNELLY,FALSE,260,432,7600316,17593.3,
8842,12516,STANDARD,COPAKE,NY,PRIMARY,42.1,-73.55,0.21,-0.71,0.67,NA,US,"Copake, NY",NA-US-NY-COPAKE,FALSE,799,1346,25562526,18991.5,
8844,12518,STANDARD,CORNWALL,NY,PRIMARY,41.41,-74.04,0.2,-0.72,0.66,NA,US,"Cornwall, NY",NA-US-NY-CORNWALL,FALSE,2898,5063,158804740,31365.7,
8845,12520,STANDARD,CORNWALL ON HUDSON,NY,PRIMARY,41.43,-74.01,0.2,-0.72,0.66,NA,US,"Cornwall On Hudson, NY",NA-US-NY-CORNWALL ON HUDSON,FALSE,1603,2843,86640806,30475.1,
8851,12419,STANDARD,COTTEKILL,NY,PRIMARY,41.84,-74.1,0.2,-0.71,0.66,NA,US,"Cottekill, NY",NA-US-NY-COTTEKILL,FALSE,359,621,15570267,25072.9,
8853,12521,STANDARD,CRARYVILLE,NY,PRIMARY,42.16,-73.65,0.2,-0.71,0.67,NA,US,"Craryville, NY",NA-US-NY-CRARYVILLE,FALSE,762,1295,27070676,20904,
8855,10517,PO BOX,CROMPOND,NY,PRIMARY,41.26,-73.89,0.2,-0.72,0.65,NA,US,"Crompond, NY",NA-US-NY-CROMPOND,FALSE,454,809,25296212,31268.5,
8856,10518,STANDARD,CROSS RIVER,NY,PRIMARY,41.26,-73.59,0.21,-0.72,0.65,NA,US,"Cross River, NY",NA-US-NY-CROSS RIVER,FALSE,742,1336,78332850,58632.4,
